Marca temporal,Sexo,Fecha de nacimiento,Universidad,Area de estudio,¿Cón quien vive?,¿Cuál es el genero de musica que escuchas?,¿Cuál fue el motivo por el que empezó a escuchar ese genero? ,Escucha música cuando va en un medio de transporte?,Donde prefiere escuchar música?,¿Cuánto tiempo en horas dedicas para escuchar tu musica?,"Cuando escuchas una canción, consideras que  ver su videoclip influye en tu opinion sobre ella?",¿Para tí es mas importante el contenido de la canción o el ritmo?,¿Cuando escucha música?,¿La música que escuchas influye en tu forma de hablar?,Su relación con amigos depende de la clase música que ellos escuchan?,Eliges un lugar para reunirte con amigos por la clase de música que colocan en este?,,,
27/8/2018 21:25:04,Mujer,26/6/1996,otro,otro,Padres,"Pop, Reggaton, Cumbia, Indie, Reggae, Electronica, Trap, Bachata",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando no tiene nada mas que hacer,No,A veces,No,,,
27/8/2018 21:45:16,Hombre,7/9/1998,Universidad Mayor de San Simón,Economía/Administrativas,Madre,"Reggaton, Cumbia, Electronica",Medios de Comunicacion,Simpre,YouTube,1,No,Contenido,En cualquier momento,No,No,Si,,,
27/8/2018 23:40:27,Mujer,12/9/1999,Universidad Mayor de San Simón,Economía/Administrativas,Madre,Reggaton,Familiares,A veces,YouTube,3,No,Ambos,En cualquier momento,No,No,Si,,,
29/8/2018 7:48:38,Hombre,29/3/2000,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Clasica, Trap, Bachata, Folklorica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,cuando esta alegre,No,No,No,,,
29/8/2018 7:57:41,Mujer,26/11/1997,Escuela militar de Ingenieria,Economía/Administrativas,Solo,Folklorica,Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,En cualquier momento,No,No,Si,,,
29/8/2018 8:20:06,Hombre,29/8/2018,Escuela militar de Ingenieria,Economía/Administrativas,Padres,Reggaton,Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,En cualquier momento,No,No,No,,,
29/8/2018 8:23:52,Mujer,29/8/2018,Escuela militar de Ingenieria,Tecnológia,Padres,Rock/Punk/Metal,Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,En cualquier momento,No,No,No,,,
29/8/2018 8:24:50,Mujer,12/2/1997,otro,otro,Otro,Cumbia,Familiares,A veces,YouTube,4,Si,Ambos,En cualquier momento,No,No,No,,,
29/8/2018 8:31:03,Hombre,5/6/2018,Escuela militar de Ingenieria,otro,Padres,"Reggaton, Cumbia, Baladas, Reggae, Trap, Bachata",Medios de Comunicacion,A veces,YouTube,1,No,Ambos,cuando no tiene nada mas que hacer,No,No,Aveces,,,
29/8/2018 9:04:59,Mujer,19/7/2018,Escuela militar de Ingenieria,Economía/Administrativas,Solo,otro,Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,En cualquier momento,No,No,No,,,
29/8/2018 10:11:14,Mujer,7/5/1995,Escuela militar de Ingenieria,Economía/Administrativas,Otro,"Baladas, Clasica, Kpop, Bachata",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,En cualquier momento,No,A veces,Aveces,,,
29/8/2018 10:14:48,Hombre,14/9/2018,Escuela militar de Ingenieria,Economía/Administrativas,Padres,Clasica,Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,En cualquier momento,No,No,Aveces,,,
29/8/2018 16:40:18,Hombre,31/12/1994,Escuela militar de Ingenieria,Economía/Administrativas,Solo,"Pop, Reggaton, Cumbia, Electronica, Bachata",Curiosidad,A veces,YouTube,2,Si,Ambos,En cualquier momento,No,A veces,No,,,
3/9/2018 10:23:22,Mujer,2/10/1997,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Cumbia, Indie, Electronica, Folklorica",Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando no tiene nada mas que hacer,No,No,No,,,
6/9/2018 21:46:33,Mujer,8/8/1999,Univalle,Humanidades,Solo,"Rock/Punk/Metal, Indie, Kpop",Amistades,Nunca,Amazon Music,2,No,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
6/9/2018 21:48:11,Hombre,22/7/1999,Simón I. Patiño,Tecnológia,Padres,"Electronica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
8/9/2018 8:06:54,Hombre,22/7/1999,Simón I. Patiño,Tecnológia,Padres,"Electronica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
9/9/2018 12:07:55,Hombre,14/8/2018,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Baladas, Indie, Electronica",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,En cualquier momento,No,A veces,Si,,,
9/9/2018 17:10:16,Hombre,12/12/1996,Simón I. Patiño,Medicina,Padre,"Reggaton, Clasica, Folklorica",Medios de Comunicacion,A veces,Deezer,3,No,Ritmo,cuando esta alegre,No,No,Aveces,,,
9/9/2018 17:10:21,Hombre,12/12/1996,Simón I. Patiño,Medicina,Padre,"Reggaton, Clasica, Folklorica",Medios de Comunicacion,A veces,Deezer,3,No,Ritmo,cuando esta alegre,No,No,Aveces,,,
9/9/2018 19:53:46,Mujer,12/6/1995,UPB,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Electronica, Bachata, Católica/Cristania, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando no tiene nada mas que hacer,Si,Sí,No,,,
9/9/2018 20:07:37,Hombre,16/11/2017,Escuela militar de Ingenieria,Tecnológia,Madre,"Pop, Rock/Punk/Metal, Baladas, Electronica, Clasica, Trap, Bachata, Folklorica, otro",Familiares,Simpre,Reproductor de celurar (Descargadas en el dispositivo),5,Si,Ambos,En cualquier momento,No,No,Aveces,,,
9/9/2018 21:22:48,Mujer,9/9/1996,Simón I. Patiño,Tecnológia,Solo,"Reggaton, Trap",Medios de Comunicacion,Simpre,Spotify,3,Si,Ritmo,cuando no tiene nada mas que hacer,No,No,No,,,
9/9/2018 21:24:43,Hombre,3/4/1997,Unifranz,Medicina,Solo,"Pop, Baladas",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,En cualquier momento,Si,No,No,,,
9/9/2018 21:24:53,Hombre,3/4/1997,Unifranz,Medicina,Solo,"Pop, Baladas",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,En cualquier momento,Si,No,No,,,
9/9/2018 21:24:57,Hombre,3/4/1997,Unifranz,Medicina,Solo,"Pop, Baladas",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,En cualquier momento,Si,No,No,,,
9/9/2018 21:28:15,Mujer,4/3/1988,Católica,Economía/Administrativas,Madre,"Indie, Electronica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),5,Si,Contenido,cuando esta alegre,Si,No,Si,,,
9/9/2018 21:30:50,Mujer,9/9/1995,Universidad Mayor de San Simón,Quimicas,Padres,Rock/Punk/Metal,Familiares,A veces,Spotify,2,No,Ambos,cuando no tiene nada mas que hacer,No,Sí,Aveces,,,
9/9/2018 21:32:48,Mujer,9/9/1999,UPAL,Tecnológia,Solo,"Baladas, Clasica",Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ritmo,cuando no tiene nada mas que hacer,Si,No,No,,,
9/9/2018 21:35:25,Hombre,9/9/1999,Univalle,Ciencias de la tierra,Madre,"Indie, Electronica",Amistades,Nunca,Reproductor de celurar (Descargadas en el dispositivo),4,Si,Ritmo,En cualquier momento,Si,No,Aveces,,,
9/9/2018 21:39:06,Mujer,9/9/1997,Católica,Sociales,Padre,"Cumbia, Reggae",Familiares,A veces,Spotify,4,Si,Ritmo,cuando esta triste/deprimido,No,Sí,No,,,
9/9/2018 21:40:08,Hombre,9/9/1997,Escuela militar de Ingenieria,Economía/Administrativas,Padre,Electronica,Medios de Comunicacion,Nunca,Spotify,2,No,Ritmo,cuando esta solo,No,Sí,No,,,
9/9/2018 21:42:24,Hombre,9/9/1997,Unifranz,Humanidades,Madre,"Pop, Cumbia",Familiares,Simpre,Spotify,3,No,Ritmo,En cualquier momento,Si,No,Aveces,,,
9/9/2018 21:42:39,Hombre,9/9/1997,Unifranz,Medicina,Solo,"Reggae, otro",Curiosidad,Simpre,Spotify,5,Si,Contenido,cuando esta triste/deprimido,Si,Sí,Si,,,
9/9/2018 21:43:28,Hombre,5/12/1997,Católica,Medicina,Padres,"Pop, Reggae, Trap",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ritmo,cuando no tiene nada mas que hacer,Si,No,No,,,
9/9/2018 21:53:30,Hombre,9/1/1998,Simón I. Patiño,Tecnológia,Padres,"Pop, Reggae",Familiares,Nunca,Spotify,2,No,Ritmo,cuando no tiene nada mas que hacer,Si,No,Aveces,,,
9/9/2018 21:54:21,Hombre,4/2/1997,Univalle,otro,Padres,"Reggaton, Kpop",Medios de Comunicacion,Nunca,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,cuando no tiene nada mas que hacer,Si,Sí,Aveces,,,
9/9/2018 21:55:10,Hombre,18/6/1998,Univalle,Ciencias de la tierra,Padres,"Pop, Baladas, Reggae",Amistades,Nunca,Deezer,3,Si,Ritmo,cuando esta triste/deprimido,No,A veces,Si,,,
9/9/2018 21:56:32,Hombre,20/9/1996,UPAL,Humanidades,Madre,"Baladas, Indie, Bachata",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ritmo,cuando esta alegre,Si,Sí,Aveces,,,
9/9/2018 21:57:39,Hombre,21/10/2000,UPAL,Humanidades,Otro,"Reggae, Trap",Familiares,Nunca,Deezer,5,Si,Ritmo,cuando esta triste/deprimido,Si,No,Si,,,
9/9/2018 21:59:01,Hombre,10/5/1999,Universidad Mayor de San Simón,Economía/Administrativas,Madre,"Indie, Electronica, otro",Amistades,Nunca,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ritmo,cuando esta solo,No,No,No,,,
9/9/2018 22:01:34,Mujer,17/1/1997,Católica,Quimicas,Madre,"Baladas, Bachata",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ambos,cuando no tiene nada mas que hacer,Si,No,No,,,
9/9/2018 22:02:38,Hombre,16/1/1998,Escuela militar de Ingenieria,Ciencias de la producción,Padres,otro,Amistades,Nunca,Deezer,3,Si,Contenido,En cualquier momento,Si,No,No,,,
9/9/2018 22:04:53,Mujer,17/8/1997,Universidad Mayor de San Simón,Biologías,Padres,"Pop, Folklorica",Familiares,Nunca,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,cuando no tiene nada mas que hacer,Si,No,Si,,,
9/9/2018 22:07:04,Mujer,3/10/1998,Universidad Mayor de San Simón,Sociales,Otro,"Indie, Electronica",Amistades,Nunca,Reproductor de celurar (Descargadas en el dispositivo),5,No,Ritmo,cuando no tiene nada mas que hacer,Si,No,Aveces,,,
9/9/2018 22:09:48,Hombre,30/11/1997,Católica,Economía/Administrativas,Madre,"Pop, Baladas",Familiares,Nunca,Deezer,2,No,Ritmo,cuando no tiene nada mas que hacer,Si,No,No,,,
9/9/2018 22:11:42,Hombre,25/4/1999,Univalle,Ciencias de la tierra,Padres,"Reggaton, Bachata",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ambos,cuando esta triste/deprimido,Si,A veces,No,,,
9/9/2018 22:13:23,Hombre,5/1/1996,UPAL,Humanidades,Padres,"Reggaton, Cumbia, Electronica, Trap",Curiosidad,Simpre,Amazon Music,5,Si,Ritmo,cuando esta alegre,Si,No,Aveces,,,
9/9/2018 22:15:47,Hombre,30/8/2000,Católica,Economía/Administrativas,Padre,"Reggaton, Electronica, Trap",Medios de Comunicacion,Simpre,Spotify,5,No,Ambos,En cualquier momento,Si,Sí,Si,,,
9/9/2018 22:18:32,Hombre,6/6/1999,Universidad Mayor de San Simón,Tecnológia,Madre,"Reggaton, Baladas, Electronica, Bachata",Amistades,A veces,Deezer,4,No,Ambos,cuando no tiene nada mas que hacer,Si,No,No,,,
9/9/2018 22:20:14,Mujer,18/12/1997,Católica,Quimicas,Madre,"Pop, Clasica",Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),4,No,Ritmo,cuando no tiene nada mas que hacer,Si,No,Aveces,,,
9/9/2018 22:21:13,Hombre,15/2/1998,Univalle,otro,Padres,"Rock/Punk/Metal, Reggae",Curiosidad,Nunca,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ritmo,cuando no tiene nada mas que hacer,Si,No,Aveces,,,
9/9/2018 22:23:02,Hombre,1/12/1997,Universidad Mayor de San Simón,Tecnológia,Padre,"Rock/Punk/Metal, Indie, Electronica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ambos,cuando esta solo,Si,No,No,,,
9/9/2018 22:25:05,Hombre,1/8/1999,otro,Tecnológia,Solo,Indie,Medios de Comunicacion,A veces,Spotify,2,Si,Ambos,En cualquier momento,Si,No,Aveces,,,
9/9/2018 22:25:42,Mujer,18/10/1997,Unifranz,Medicina,Solo,"Reggae, otro",Curiosidad,Simpre,Spotify,5,Si,Contenido,cuando esta triste/deprimido,No,A veces,Si,,,
9/9/2018 22:26:08,Hombre,9/9/1997,Univalle,Medicina,Padre,"Indie, Reggae, otro",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),5,Si,Contenido,cuando esta triste/deprimido,No,A veces,Si,,,
9/9/2018 22:27:25,Mujer,24/11/2000,Universidad Mayor de San Simón,Medicina,Padres,"Reggaton, Baladas",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),4,No,Ritmo,En cualquier momento,Si,A veces,Si,,,
9/9/2018 22:28:25,Hombre,2/10/1996,Universidad Mayor de San Simón,Sociales,Padres,"Pop, Baladas, Bachata",Medios de Comunicacion,Nunca,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ritmo,cuando no tiene nada mas que hacer,Si,No,Aveces,,,
9/9/2018 22:29:42,Hombre,19/9/1995,Universidad Mayor de San Simón,Humanidades,Padres,Rock/Punk/Metal,Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ambos,cuando no tiene nada mas que hacer,Si,No,Aveces,,,
9/9/2018 22:31:09,Mujer,22/9/1994,Universidad Mayor de San Simón,Medicina,Madre,"Baladas, Bachata",Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ritmo,En cualquier momento,Si,A veces,Si,,,
9/9/2018 22:32:27,Hombre,19/12/1999,Católica,Economía/Administrativas,Madre,"Reggaton, Trap, Bachata",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),5,No,Ambos,En cualquier momento,Si,No,Aveces,,,
9/9/2018 22:33:53,Hombre,2/2/2000,Universidad Mayor de San Simón,Tecnológia,Solo,"Reggae, Electronica",Amistades,Simpre,Deezer,5,Si,Ambos,En cualquier momento,No,A veces,Aveces,,,
9/9/2018 22:36:06,Hombre,25/8/1997,UPAL,Sociales,Padres,"Reggaton, Trap",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,cuando esta alegre,Si,No,Aveces,,,
9/9/2018 22:38:30,Mujer,1/5/1996,otro,Humanidades,Padres,"Baladas, Clasica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,cuando no tiene nada mas que hacer,Si,No,No,,,
9/9/2018 22:41:06,Hombre,20/1/1996,Simón I. Patiño,Tecnológia,Padres,Electronica,Familiares,Nunca,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ambos,cuando no tiene nada mas que hacer,Si,No,Aveces,,,
9/9/2018 22:58:37,Mujer,9/9/1996,Católica,Economía/Administrativas,Padres,"Pop, Electronica, Trap",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ambos,cuando no tiene nada mas que hacer,Si,A veces,Si,,,
9/9/2018 23:00:08,Mujer,7/7/1998,Simón I. Patiño,Educacion,Padres,"Pop, Rock/Punk/Metal, Indie, Reggae, Folklorica",Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ritmo,cuando esta triste/deprimido,No,No,Aveces,,,
9/9/2018 23:14:36,Mujer,7/9/2000,Escuela militar de Ingenieria,Medicina,Padres,"Pop, Electronica, Clasica, Kpop, Folklorica, otro",Amistades,A veces,YouTube,2,No,Ambos,En cualquier momento,Si,No,No,,,
9/9/2018 23:15:40,Mujer,1/6/2001,Unifranz,Humanidades,Solo,"Reggaton, Cumbia, Baladas",Familiares,Simpre,SoundCloud,5,Si,Ambos,cuando esta triste/deprimido,No,Sí,Si,,,
9/9/2018 23:17:17,Prefiero no decirlo,3/3/2002,UPB,Ciencias de la tierra,Otro,"Pop, Rock/Punk/Metal, Reggaton, Baladas, Indie, Electronica, Folklorica",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),4,Si,Ritmo,En cualquier momento,No,Sí,Aveces,,,
9/9/2018 23:18:20,Hombre,18/6/2003,Católica,Educacion,Padre,"Indie, Reggae, Electronica, Clasica, Trap, Kpop, Bachata, Folklorica, Católica/Cristania, otro",Curiosidad,Nunca,Spotify,5,Si,Contenido,En cualquier momento,Si,No,Aveces,,,
9/9/2018 23:19:27,Mujer,5/8/2000,Universidad Mayor de San Simón,Biologías,Padres,"Pop, Reggae, Trap, otro",Amistades,Simpre,YouTube,5,No,Ritmo,cuando esta alegre,No,A veces,No,,,
9/9/2018 23:20:44,Mujer,7/7/1998,UPB,Ciencias de la producción,Padres,"Pop, Trap",Medios de Comunicacion,Nunca,Spotify,4,No,Contenido,cuando esta solo,Si,A veces,Aveces,,,
9/9/2018 23:21:41,Mujer,1/5/1990,Simón I. Patiño,Medicina,Solo,"Pop, Cumbia, Clasica, Folklorica",Medios de Comunicacion,Nunca,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ritmo,En cualquier momento,Si,No,No,,,
9/9/2018 23:22:33,Prefiero no decirlo,1/3/1998,Unifranz,Humanidades,Padres,"Pop, Rock/Punk/Metal, Indie, Electronica, Folklorica",Medios de Comunicacion,Simpre,Spotify,5,No,Ambos,cuando esta alegre,Si,Sí,Si,,,
9/9/2018 23:23:20,Mujer,27/4/1990,Católica,Economía/Administrativas,Padres,"Pop, Reggaton",Medios de Comunicacion,Nunca,Spotify,3,No,Ambos,En cualquier momento,Si,No,No,,,
9/9/2018 23:24:03,Prefiero no decirlo,30/7/2000,Simón I. Patiño,Ciencias de la producción,Padres,"Cumbia, Clasica",Familiares,Nunca,Deezer,5,No,Ritmo,cuando no tiene nada mas que hacer,No,No,No,,,
10/9/2018 9:21:54,Hombre,18/6/1996,Simón I. Patiño,Tecnológia,Padres,Rock/Punk/Metal,Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,En cualquier momento,No,No,No,,,
10/9/2018 9:22:50,Hombre,22/7/1997,Católica,Tecnológia,Padres,"Electronica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
10/9/2018 9:24:12,Prefiero no decirlo,17/10/1996,Unifranz,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Indie, Electronica",Amistades,Simpre,Spotify,3,No,Ambos,En cualquier momento,No,Sí,Aveces,,,
10/9/2018 9:25:17,Mujer,22/7/1999,Simón I. Patiño,Sociales,Padres,"Reggaton, Cumbia, Electronica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
10/9/2018 9:26:23,Mujer,22/7/1997,Escuela militar de Ingenieria,Tecnológia,Padres,"Reggaton, Cumbia, Baladas, Electronica",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Contenido,En cualquier momento,Si,No,Aveces,,,
10/9/2018 9:30:29,Mujer,3/7/1999,Escuela militar de Ingenieria,Ciencias de la tierra,Padres,"Pop, Cumbia, Electronica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando no tiene nada mas que hacer,Si,Sí,Aveces,,,
10/9/2018 9:31:19,Hombre,5/4/1999,Univalle,Medicina,Padres,"Pop, Indie, Electronica",Curiosidad,Simpre,Spotify,3,Si,Ambos,cuando esta alegre,Si,Sí,Si,,,
10/9/2018 9:32:27,Hombre,7/2/1998,Católica,Economía/Administrativas,Padres,"Rock/Punk/Metal, Baladas, Electronica, Trap",Familiares,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
10/9/2018 9:33:38,Prefiero no decirlo,15/9/1999,Universidad Mayor de San Simón,Tecnológia,Padres,"Rock/Punk/Metal, Reggae",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,En cualquier momento,No,Sí,Si,,,
10/9/2018 9:35:01,Mujer,22/2/1998,Universidad Mayor de San Simón,Humanidades,Madre,"Pop, Electronica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,Si,Ambos,cuando esta alegre,Si,A veces,Aveces,,,
10/9/2018 9:35:45,Hombre,22/7/1998,Univalle,Medicina,Padres,"Pop, Indie, Electronica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Contenido,cuando esta triste/deprimido,Si,A veces,Aveces,,,
10/9/2018 9:37:00,Mujer,22/7/1999,Simón I. Patiño,Tecnológia,Padres,"Electronica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
10/9/2018 9:40:18,Mujer,1/11/1997,Escuela militar de Ingenieria,Ciencias de la tierra,Padres,"Reggaton, Indie, Trap",Medios de Comunicacion,Simpre,Spotify,2,No,Ambos,cuando esta solo,No,A veces,Aveces,,,
10/9/2018 9:40:44,Mujer,3/5/1999,Universidad Mayor de San Simón,Ciencias de la tierra,Padres,"Electronica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
10/9/2018 9:41:18,Mujer,22/7/1999,Simón I. Patiño,Tecnológia,Padres,"Indie, Electronica, Trap, Kpop",Medios de Comunicacion,A veces,YouTube,2,No,Ritmo,cuando esta alegre,Si,No,Aveces,,,
10/9/2018 9:41:37,Mujer,16/3/1998,Simón I. Patiño,Tecnológia,Padres,"Electronica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
10/9/2018 9:42:20,Mujer,10/1/1998,Católica,Sociales,Madre,"Electronica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Contenido,cuando esta triste/deprimido,No,Sí,Aveces,,,
10/9/2018 9:43:17,Mujer,31/7/1997,Escuela militar de Ingenieria,Ciencias de la producción,Padre,"Baladas, Electronica, Trap",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,En cualquier momento,No,Sí,Si,,,
10/9/2018 9:44:17,Hombre,6/10/2000,Universidad Mayor de San Simón,Sociales,Padres,"Pop, Rock/Punk/Metal, Baladas, Reggae",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,cuando esta solo,No,Sí,No,,,
10/9/2018 9:45:11,Hombre,2/10/1999,Universidad Mayor de San Simón,Tecnológia,Padres,"Rock/Punk/Metal, Electronica",Medios de Comunicacion,Simpre,Spotify,3,No,Contenido,cuando esta triste/deprimido,No,Sí,Aveces,,,
10/9/2018 9:46:01,Mujer,19/5/1998,Univalle,Humanidades,Solo,"Rock/Punk/Metal, Indie, Electronica",Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,No,Contenido,cuando esta triste/deprimido,No,No,Aveces,,,
10/9/2018 9:46:41,Hombre,15/6/1999,Univalle,Economía/Administrativas,Madre,"Rock/Punk/Metal, Indie, Kpop",Amistades,Simpre,Spotify,3,No,Ambos,En cualquier momento,Si,No,Aveces,,,
10/9/2018 9:47:34,Mujer,9/11/1997,Universidad Mayor de San Simón,Tecnológia,Padres,"Indie, Electronica, Kpop, Folklorica",Familiares,Nunca,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,cuando esta triste/deprimido,Si,Sí,Si,,,
10/9/2018 9:48:04,Mujer,1/10/1999,Unifranz,Medicina,Solo,"Rock/Punk/Metal, Indie, Kpop",Amistades,Nunca,Amazon Music,2,No,Contenido,cuando esta triste/deprimido,No,Sí,No,,,
10/9/2018 9:48:52,Hombre,6/11/1997,Univalle,Humanidades,Solo,"Rock/Punk/Metal, Indie, Reggae",Amistades,Nunca,Spotify,3,No,Contenido,cuando esta triste/deprimido,No,Sí,Aveces,,,
10/9/2018 10:46:23,Hombre,27/9/1997,Simón I. Patiño,Medicina,Padre,"Reggae, otro",Curiosidad,Simpre,Spotify,5,Si,Contenido,cuando esta triste/deprimido,No,A veces,Si,,,
10/9/2018 10:47:33,Prefiero no decirlo,9/9/1997,Escuela militar de Ingenieria,Ciencias de la tierra,Solo,"Cumbia, Reggae, otro",Familiares,Simpre,SoundCloud,5,Si,Contenido,cuando esta triste/deprimido,No,A veces,Aveces,,,
10/9/2018 10:48:07,Mujer,9/9/1998,Univalle,Medicina,Solo,"Rock/Punk/Metal, Reggae, otro",Medios de Comunicacion,Simpre,Radio,5,Si,Ritmo,cuando esta triste/deprimido,No,No,Si,,,
10/9/2018 10:48:59,Hombre,21/8/1997,UPAL,Medicina,Madre,"Reggae, Electronica, Trap, otro",Curiosidad,Simpre,SoundCloud,3,No,Contenido,cuando esta triste/deprimido,No,A veces,Si,,,
10/9/2018 10:49:58,Mujer,9/9/1997,Unifranz,Medicina,Padres,"Baladas, Reggae, otro",Curiosidad,Simpre,Spotify,5,Si,Contenido,cuando esta triste/deprimido,No,A veces,Si,,,
10/9/2018 10:51:05,Mujer,17/10/1996,UPB,Quimicas,Otro,"Pop, Cumbia, Reggae, otro",Amistades,A veces,Amazon Music,2,Si,Ritmo,cuando esta triste/deprimido,No,A veces,Si,,,
10/9/2018 10:54:05,Mujer,6/4/1997,Univalle,Medicina,Padres,"Reggae, Kpop, otro",Familiares,Simpre,YouTube,3,Si,Contenido,cuando esta triste/deprimido,No,A veces,No,,,
10/9/2018 11:05:59,Mujer,12/5/1995,Universidad Mayor de San Simón,Ciencias de la producción,Padres,"Pop, Reggaton, Indie, Trap, Kpop, Bachata, Folklorica, Católica/Cristania",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,En cualquier momento,Si,Sí,Si,,,
10/9/2018 11:09:33,Hombre,12/9/1994,Católica,Medicina,Madre,"Pop, Indie, Electronica, Kpop",Medios de Comunicacion,A veces,YouTube,3,Si,Ambos,cuando esta triste/deprimido,Si,Sí,No,,,
